Datetime,100031297 (Promenade (nördl. Salzstraße)),101031297 (Promenade Radfahrer FR Mauritztor),102031297 (Promenade Radfahrer FR Salzstraße),103031297 (Promenade Radfahrer FR Mauritztor),104031297 (Promenade Radfahrer FR Salzstraße),105031297 (Promenade Radfahrer FR Mauritztor),106031297 (Promenade Radfahrer FR Salzstraße),100031297-status,101031297-status,102031297-status,103031297-status,104031297-status,105031297-status,106031297-status
2026-08-01 00:00,92,1,38,10,10,33,0,0,0,0,0,0,0,0
2026-08-01 00:15,83,3,28,16,12,24,0,0,0,0,0,0,0,0
2026-08-01 00:30,80,0,30,11,11,26,2,0,0,0,0,0,0,0
2026-08-01 00:45,55,1,19,10,8,16,1,0,0,0,0,0,0,0
2026-08-01 01:00,57,3,16,10,5,23,0,0,0,0,0,0,0,0
2026-08-01 01:15,38,1,14,3,3,16,1,0,0,0,0,0,0,0
2026-08-01 01:30,38,1,17,5,4,11,0,0,0,0,0,0,0,0
2026-08-01 01:45,46,3,10,10,2,19,2,0,0,0,0,0,0,0
2026-08-01 02:00,33,0,12,8,4,9,0,0,0,0,0,0,0,0
2026-08-01 02:15,43,2,10,14,3,14,0,0,0,0,0,0,0,0
2026-08-01 02:30,24,4,6,4,4,6,0,0,0,0,0,0,0,0
2026-08-01 02:45,25,1,6,6,3,8,1,0,0,0,0,0,0,0
2026-08-01 03:00,27,1,6,7,0,13,0,0,0,0,0,0,0,0
2026-08-01 03:15,19,1,4,5,1,8,0,0,0,0,0,0,0,0
2026-08-01 03:30,32,2,9,7,2,12,0,0,0,0,0,0,0,0
2026-08-01 03:45,17,2,5,2,1,6,1,0,0,0,0,0,0,0
2026-08-01 04:00,28,1,6,7,2,10,2,0,0,0,0,0,0,0
2026-08-01 04:15,15,2,5,4,0,4,0,0,0,0,0,0,0,0
2026-08-01 04:30,10,0,5,1,0,4,0,0,0,0,0,0,0,0
2026-08-01 04:45,7,0,4,0,0,3,0,0,0,0,0,0,0,0
2026-08-01 05:00,13,2,4,3,1,3,0,0,0,0,0,0,0,0
2026-08-01 05:15,18,0,7,4,2,5,0,0,0,0,0,0,0,0
2026-08-01 05:30,21,2,10,3,1,3,2,0,0,0,0,0,0,0
2026-08-01 05:45,27,0,16,3,1,7,0,0,0,0,0,0,0,0
2026-08-01 06:00,16,0,6,4,0,5,1,0,0,0,0,0,0,0
2026-08-01 06:15,17,2,8,2,0,5,0,0,0,0,0,0,0,0
2026-08-01 06:30,27,0,12,4,0,11,0,0,0,0,0,0,0,0
2026-08-01 06:45,28,1,20,1,3,3,0,0,0,0,0,0,0,0
2026-08-01 07:00,24,0,17,0,4,3,0,0,0,0,0,0,0,0
2026-08-01 07:15,25,0,16,1,1,7,0,0,0,0,0,0,0,0
2026-08-01 07:30,42,0,25,2,3,12,0,0,0,0,0,0,0,0
2026-08-01 07:45,54,2,34,1,9,8,0,0,0,0,0,0,0,0
2026-08-01 08:00,64,0,33,5,7,19,0,0,0,0,0,0,0,0
2026-08-01 08:15,61,0,40,3,6,12,0,0,0,0,0,0,0,0
2026-08-01 08:30,70,0,50,1,3,16,0,0,0,0,0,0,0,0
2026-08-01 08:45,132,0,83,4,15,29,1,0,0,0,0,0,0,0
2026-08-01 09:00,109,1,68,2,17,19,2,0,0,0,0,0,0,0
