Datetime,"300037544 (Kanalpromenade, Abschnitt 1 (Dingstiege))","353410966 (Kanalpromenade, Abschnitt 1 (Dingstiege) Fahrräder IN)","353410967 (Kanalpromenade, Abschnitt 1 (Dingstiege) Fahrräder OUT)","353426657 (Kanalpromenade, Abschnitt 1 (Dingstiege) Fahrräder IN)","353426659 (Kanalpromenade, Abschnitt 1 (Dingstiege) Fahrräder IN)","353426660 (Kanalpromenade, Abschnitt 1 (Dingstiege) Fahrräder OUT)","353426662 (Kanalpromenade, Abschnitt 1 (Dingstiege) Fahrräder OUT)",300037544-status,353410966-status,353410967-status,353426657-status,353426659-status,353426660-status,353426662-status
2025-11-01 00:00,3,0,3,,,,,0,0,0,,,,
2025-11-01 00:15,2,1,1,,,,,0,0,0,,,,
2025-11-01 00:30,1,0,1,,,,,0,0,0,,,,
2025-11-01 00:45,2,1,1,,,,,0,0,0,,,,
2025-11-01 01:00,0,0,0,,,,,0,0,0,,,,
2025-11-01 01:15,2,1,1,,,,,0,0,0,,,,
2025-11-01 01:30,1,0,1,,,,,0,0,0,,,,
2025-11-01 01:45,4,2,2,,,,,0,0,0,,,,
2025-11-01 02:00,4,1,3,,,,,0,0,0,,,,
2025-11-01 02:15,0,0,0,,,,,0,0,0,,,,
2025-11-01 02:30,3,3,0,,,,,0,0,0,,,,
2025-11-01 02:45,1,1,0,,,,,0,0,0,,,,
2025-11-01 03:00,1,0,1,,,,,0,0,0,,,,
2025-11-01 03:15,5,1,4,,,,,0,0,0,,,,
2025-11-01 03:30,0,0,0,,,,,0,0,0,,,,
2025-11-01 03:45,0,0,0,,,,,0,0,0,,,,
2025-11-01 04:00,0,0,0,,,,,0,0,0,,,,
2025-11-01 04:15,0,0,0,,,,,0,0,0,,,,
2025-11-01 04:30,0,0,0,,,,,0,0,0,,,,
2025-11-01 04:45,0,0,0,,,,,0,0,0,,,,
2025-11-01 05:00,0,0,0,,,,,0,0,0,,,,
2025-11-01 05:15,0,0,0,,,,,0,0,0,,,,
2025-11-01 05:30,3,1,2,,,,,0,0,0,,,,
2025-11-01 05:45,0,0,0,,,,,0,0,0,,,,
2025-11-01 06:00,0,0,0,,,,,0,0,0,,,,
2025-11-01 06:15,2,1,1,,,,,0,0,0,,,,
2025-11-01 06:30,3,2,1,,,,,0,0,0,,,,
2025-11-01 06:45,6,6,0,,,,,0,0,0,,,,
2025-11-01 07:00,3,0,3,,,,,0,0,0,,,,
2025-11-01 07:15,0,0,0,,,,,0,0,0,,,,
2025-11-01 07:30,3,2,1,,,,,0,0,0,,,,
2025-11-01 07:45,5,4,1,,,,,0,0,0,,,,
2025-11-01 08:00,1,0,1,,,,,0,0,0,,,,
2025-11-01 08:15,2,2,0,,,,,0,0,0,,,,
2025-11-01 08:30,4,4,0,,,,,0,0,0,,,,
2025-11-01 08:45,3,1,2,,,,,0,0,0,,,,
2025-11-01 09:00,5,1,4,,,,,0,0,0,,,,
2025-11-01 09:15,3,1,2,,,,,0,0,0,,,,
2025-11-01 09:30,7,1,6,,,,,0,0,0,,,,
2025-11-01 09:45,8,5,3,,,,,0,0,0,,,,
2025-11-01 10:00,7,2,5,,,,,0,0,0,,,,
2025-11-01 10:15,10,9,1,,,,,0,0,0,,,,
2025-11-01 10:30,10,6,4,,,,,0,0,0,,,,
2025-11-01 10:45,8,1,7,,,,,0,0,0,,,,
2025-11-01 11:00,14,11,3,,,,,0,0,0,,,,
2025-11-01 11:15,18,7,11,,,,,0,0,0,,,,
2025-11-01 11:30,15,10,5,,,,,0,0,0,,,,
