Datetime,"300037544 (Kanalpromenade, Abschnitt 1 (Dingstiege))","353410966 (Kanalpromenade, Abschnitt 1 (Dingstiege) Fahrräder IN)","353410967 (Kanalpromenade, Abschnitt 1 (Dingstiege) Fahrräder OUT)","353426657 (Kanalpromenade, Abschnitt 1 (Dingstiege) Fahrräder IN)","353426659 (Kanalpromenade, Abschnitt 1 (Dingstiege) Fahrräder IN)","353426660 (Kanalpromenade, Abschnitt 1 (Dingstiege) Fahrräder OUT)","353426662 (Kanalpromenade, Abschnitt 1 (Dingstiege) Fahrräder OUT)",300037544-status,353410966-status,353410967-status,353426657-status,353426659-status,353426660-status,353426662-status
2026-06-09 15:15,24,8,16,,,,,0,0,0,,,,
2026-06-09 15:30,31,11,20,,,,,0,0,0,,,,
2026-06-09 15:45,42,12,30,,,,,0,0,0,,,,
2026-06-09 16:00,43,14,29,,,,,0,0,0,,,,
2026-06-09 16:15,50,6,44,,,,,0,0,0,,,,
2026-06-09 16:30,42,11,31,,,,,0,0,0,,,,
2026-06-09 16:45,81,22,59,,,,,0,0,0,,,,
2026-06-09 17:00,41,26,15,,,,,0,0,0,,,,
2026-06-09 17:15,53,16,37,,,,,0,0,0,,,,
2026-06-09 17:30,42,18,24,,,,,0,0,0,,,,
2026-06-09 17:45,42,20,22,,,,,0,0,0,,,,
2026-06-09 18:00,41,21,20,,,,,0,0,0,,,,
2026-06-09 18:15,59,34,25,,,,,0,0,0,,,,
2026-06-09 18:30,55,34,21,,,,,0,0,0,,,,
2026-06-09 18:45,23,15,8,,,,,0,0,0,,,,
2026-06-09 19:00,22,13,9,,,,,0,0,0,,,,
2026-06-09 19:15,27,13,14,,,,,0,0,0,,,,
2026-06-09 19:30,24,12,12,,,,,0,0,0,,,,
2026-06-09 19:45,25,10,15,,,,,0,0,0,,,,
2026-06-09 20:00,15,6,9,,,,,0,0,0,,,,
2026-06-09 20:15,13,8,5,,,,,0,0,0,,,,
2026-06-09 20:30,12,3,9,,,,,0,0,0,,,,
2026-06-09 20:45,13,12,1,,,,,0,0,0,,,,
2026-06-09 21:00,12,6,6,,,,,0,0,0,,,,
2026-06-09 21:15,13,9,4,,,,,0,0,0,,,,
2026-06-09 21:30,8,5,3,,,,,0,0,0,,,,
2026-06-09 21:45,5,2,3,,,,,0,0,0,,,,
2026-06-09 22:00,12,7,5,,,,,0,0,0,,,,
2026-06-09 22:15,5,4,1,,,,,0,0,0,,,,
2026-06-09 22:30,0,0,0,,,,,0,0,0,,,,
