Datetime,100034982 (Hüfferstraße),101034982 (Hüfferstraße stadteinwärts),102034982 (Hüfferstraße stadtauswärts),100034982-status,101034982-status,102034982-status
2025-03-01 00:00,13,4,9,0,0,0
2025-03-01 00:15,15,5,10,0,0,0
2025-03-01 00:30,5,2,3,0,0,0
2025-03-01 00:45,6,1,5,0,0,0
2025-03-01 01:00,6,4,2,0,0,0
2025-03-01 01:15,8,1,7,0,0,0
2025-03-01 01:30,0,0,0,0,0,0
2025-03-01 01:45,3,0,3,0,0,0
2025-03-01 02:00,7,1,6,0,0,0
2025-03-01 02:15,4,0,4,0,0,0
2025-03-01 02:30,5,0,5,0,0,0
2025-03-01 02:45,5,0,5,0,0,0
2025-03-01 03:00,3,1,2,0,0,0
2025-03-01 03:15,5,0,5,0,0,0
2025-03-01 03:30,2,0,2,0,0,0
2025-03-01 03:45,0,0,0,0,0,0
2025-03-01 04:00,9,4,5,0,0,0
2025-03-01 04:15,3,2,1,0,0,0
2025-03-01 04:30,2,2,0,0,0,0
2025-03-01 04:45,1,0,1,0,0,0
2025-03-01 05:00,1,0,1,0,0,0
2025-03-01 05:15,4,2,2,0,0,0
2025-03-01 05:30,14,2,12,0,0,0
2025-03-01 05:45,6,4,2,0,0,0
2025-03-01 06:00,9,6,3,0,0,0
2025-03-01 06:15,1,1,0,0,0,0
2025-03-01 06:30,5,3,2,0,0,0
2025-03-01 06:45,15,11,4,0,0,0
2025-03-01 07:00,5,3,2,0,0,0
2025-03-01 07:15,16,8,8,0,0,0
2025-03-01 07:30,15,5,10,0,0,0
2025-03-01 07:45,26,12,14,0,0,0
2025-03-01 08:00,21,12,9,0,0,0
2025-03-01 08:15,17,15,2,0,0,0
2025-03-01 08:30,21,13,8,0,0,0
2025-03-01 08:45,35,27,8,0,0,0
2025-03-01 09:00,26,18,8,0,0,0
2025-03-01 09:15,43,32,11,0,0,0
2025-03-01 09:30,46,30,16,0,0,0
2025-03-01 09:45,50,30,20,0,0,0
2025-03-01 10:00,48,37,11,0,0,0
2025-03-01 10:15,54,42,12,0,0,0
2025-03-01 10:30,79,35,44,0,0,0
2025-03-01 10:45,106,66,40,0,0,0
2025-03-01 11:00,76,46,30,0,0,0
2025-03-01 11:15,83,50,33,0,0,0
2025-03-01 11:30,87,55,32,0,0,0
2025-03-01 11:45,109,65,44,0,0,0
2025-03-01 12:00,103,57,46,0,0,0
2025-03-01 12:15,106,62,44,0,0,0
2025-03-01 12:30,104,42,62,0,0,0
2025-03-01 12:45,97,48,49,0,0,0
2025-03-01 13:00,94,43,51,0,0,0
2025-03-01 13:15,115,58,57,0,0,0
2025-03-01 13:30,97,39,58,0,0,0
2025-03-01 13:45,63,25,38,0,0,0
2025-03-01 14:00,77,32,45,0,0,0
2025-03-01 14:15,86,36,50,0,0,0
2025-03-01 14:30,70,21,49,0,0,0
2025-03-01 14:45,58,23,35,0,0,0
2025-03-01 15:00,72,33,39,0,0,0
2025-03-01 15:15,50,23,27,0,0,0
2025-03-01 15:30,57,19,38,0,0,0
2025-03-01 15:45,54,24,30,0,0,0
2025-03-01 16:00,57,18,39,0,0,0
2025-03-01 16:15,57,19,38,0,0,0
2025-03-01 16:30,57,26,31,0,0,0
2025-03-01 16:45,66,21,45,0,0,0
2025-03-01 17:00,70,21,49,0,0,0
2025-03-01 17:15,75,34,41,0,0,0
2025-03-01 17:30,63,15,48,0,0,0
2025-03-01 17:45,67,24,43,0,0,0
2025-03-01 18:00,59,16,43,0,0,0
2025-03-01 18:15,62,24,38,0,0,0
2025-03-01 18:30,34,15,19,0,0,0
2025-03-01 18:45,45,23,22,0,0,0
2025-03-01 19:00,53,33,20,0,0,0
2025-03-01 19:15,45,19,26,0,0,0
2025-03-01 19:30,46,21,25,0,0,0
2025-03-01 19:45,28,13,15,0,0,0
2025-03-01 20:00,32,10,22,0,0,0
2025-03-01 20:15,29,11,18,0,0,0
2025-03-01 20:30,16,4,12,0,0,0
2025-03-01 20:45,18,4,14,0,0,0
2025-03-01 21:00,20,12,8,0,0,0
2025-03-01 21:15,24,10,14,0,0,0
2025-03-01 21:30,19,9,10,0,0,0
2025-03-01 21:45,12,5,7,0,0,0
2025-03-01 22:00,23,3,20,0,0,0
2025-03-01 22:15,24,4,20,0,0,0
2025-03-01 22:30,9,2,7,0,0,0
2025-03-01 22:45,20,4,16,0,0,0
2025-03-01 23:00,20,4,16,0,0,0
2025-03-01 23:15,22,3,19,0,0,0
2025-03-01 23:30,16,5,11,0,0,0
2025-03-01 23:45,25,4,21,0,0,0
2025-03-02 00:00,11,1,10,0,0,0
2025-03-02 00:15,13,3,10,0,0,0
2025-03-02 00:30,9,4,5,0,0,0
2025-03-02 00:45,7,1,6,0,0,0
2025-03-02 01:00,6,1,5,0,0,0
2025-03-02 01:15,7,0,7,0,0,0
2025-03-02 01:30,1,0,1,0,0,0
2025-03-02 01:45,9,2,7,0,0,0
2025-03-02 02:00,12,3,9,0,0,0
2025-03-02 02:15,6,1,5,0,0,0
2025-03-02 02:30,1,0,1,0,0,0
2025-03-02 02:45,5,1,4,0,0,0
2025-03-02 03:00,1,0,1,0,0,0
2025-03-02 03:15,3,0,3,0,0,0
2025-03-02 03:30,4,2,2,0,0,0
2025-03-02 03:45,1,0,1,0,0,0
2025-03-02 04:00,6,1,5,0,0,0
2025-03-02 04:15,1,0,1,0,0,0
2025-03-02 04:30,1,0,1,0,0,0
