Datetime,300037931 (Gasselstiege),353413846 (Gasselstiege Fahrräder Stadteinwärts),353413847 (Gasselstiege Fahrräder Stadtauswärts),353426663 (Gasselstiege Fahrräder Stadteinwärts),353426665 (Gasselstiege Fahrräder Stadteinwärts),353426666 (Gasselstiege Fahrräder Stadtauswärts),353426668 (Gasselstiege Fahrräder Stadtauswärts),300037931-status,353413846-status,353413847-status,353426663-status,353426665-status,353426666-status,353426668-status
2024-11-01 00:00,3,3,0,,,,,0,0,0,,,,
2024-11-01 00:15,16,4,12,,,,,0,0,0,,,,
2024-11-01 00:30,10,4,6,,,,,0,0,0,,,,
2024-11-01 00:45,6,3,3,,,,,0,0,0,,,,
2024-11-01 01:00,20,12,8,,,,,0,0,0,,,,
2024-11-01 01:15,18,3,15,,,,,0,0,0,,,,
2024-11-01 01:30,7,1,6,,,,,0,0,0,,,,
2024-11-01 01:45,10,3,7,,,,,0,0,0,,,,
2024-11-01 02:00,3,0,3,,,,,0,0,0,,,,
2024-11-01 02:15,10,4,6,,,,,0,0,0,,,,
2024-11-01 02:30,2,0,2,,,,,0,0,0,,,,
2024-11-01 02:45,8,0,8,,,,,0,0,0,,,,
2024-11-01 03:00,12,0,12,,,,,0,0,0,,,,
2024-11-01 03:15,9,4,5,,,,,0,0,0,,,,
2024-11-01 03:30,3,0,3,,,,,0,0,0,,,,
2024-11-01 03:45,7,3,4,,,,,0,0,0,,,,
2024-11-01 04:00,2,0,2,,,,,0,0,0,,,,
2024-11-01 04:15,6,3,3,,,,,0,0,0,,,,
2024-11-01 04:30,4,2,2,,,,,0,0,0,,,,
2024-11-01 04:45,2,0,2,,,,,0,0,0,,,,
2024-11-01 05:00,4,1,3,,,,,0,0,0,,,,
2024-11-01 05:15,1,0,1,,,,,0,0,0,,,,
2024-11-01 05:30,0,0,0,,,,,0,0,0,,,,
2024-11-01 05:45,2,0,2,,,,,0,0,0,,,,
2024-11-01 06:00,0,0,0,,,,,0,0,0,,,,
2024-11-01 06:15,8,3,5,,,,,0,0,0,,,,
2024-11-01 06:30,5,2,3,,,,,0,0,0,,,,
2024-11-01 06:45,8,2,6,,,,,0,0,0,,,,
2024-11-01 07:00,2,1,1,,,,,0,0,0,,,,
2024-11-01 07:15,5,3,2,,,,,0,0,0,,,,
2024-11-01 07:30,7,5,2,,,,,0,0,0,,,,
2024-11-01 07:45,7,2,5,,,,,0,0,0,,,,
2024-11-01 08:00,4,1,3,,,,,0,0,0,,,,
2024-11-01 08:15,10,4,6,,,,,0,0,0,,,,
2024-11-01 08:30,14,9,5,,,,,0,0,0,,,,
2024-11-01 08:45,12,8,4,,,,,0,0,0,,,,
2024-11-01 09:00,20,12,8,,,,,0,0,0,,,,
2024-11-01 09:15,13,10,3,,,,,0,0,0,,,,
2024-11-01 09:30,25,12,13,,,,,0,0,0,,,,
2024-11-01 09:45,19,14,5,,,,,0,0,0,,,,
2024-11-01 10:00,38,17,21,,,,,0,0,0,,,,
2024-11-01 10:15,18,12,6,,,,,0,0,0,,,,
2024-11-01 10:30,20,14,6,,,,,0,0,0,,,,
2024-11-01 10:45,29,16,13,,,,,0,0,0,,,,
2024-11-01 11:00,36,27,9,,,,,0,0,0,,,,
2024-11-01 11:15,28,14,14,,,,,0,0,0,,,,
2024-11-01 11:30,27,12,15,,,,,0,0,0,,,,
2024-11-01 11:45,24,12,12,,,,,0,0,0,,,,
2024-11-01 12:00,29,17,12,,,,,0,0,0,,,,
2024-11-01 12:15,32,16,16,,,,,0,0,0,,,,
2024-11-01 12:30,19,7,12,,,,,0,0,0,,,,
2024-11-01 12:45,27,12,15,,,,,0,0,0,,,,
2024-11-01 13:00,19,9,10,,,,,0,0,0,,,,
2024-11-01 13:15,37,16,21,,,,,0,0,0,,,,
2024-11-01 13:30,41,21,20,,,,,0,0,0,,,,
2024-11-01 13:45,45,18,27,,,,,0,0,0,,,,
2024-11-01 14:00,38,23,15,,,,,0,0,0,,,,
2024-11-01 14:15,22,16,6,,,,,0,0,0,,,,
2024-11-01 14:30,41,20,21,,,,,0,0,0,,,,
2024-11-01 14:45,27,15,12,,,,,0,0,0,,,,
2024-11-01 15:00,37,13,24,,,,,0,0,0,,,,
2024-11-01 15:15,34,11,23,,,,,0,0,0,,,,
2024-11-01 15:30,14,6,8,,,,,0,0,0,,,,
2024-11-01 15:45,34,13,21,,,,,0,0,0,,,,
2024-11-01 16:00,31,13,18,,,,,0,0,0,,,,
2024-11-01 16:15,25,15,10,,,,,0,0,0,,,,
2024-11-01 16:30,43,27,16,,,,,0,0,0,,,,
2024-11-01 16:45,43,31,12,,,,,0,0,0,,,,
2024-11-01 17:00,39,23,16,,,,,0,0,0,,,,
2024-11-01 17:15,32,22,10,,,,,0,0,0,,,,
2024-11-01 17:30,28,14,14,,,,,0,0,0,,,,
2024-11-01 17:45,42,33,9,,,,,0,0,0,,,,
2024-11-01 18:00,28,22,6,,,,,0,0,0,,,,
2024-11-01 18:15,17,12,5,,,,,0,0,0,,,,
2024-11-01 18:30,26,8,18,,,,,0,0,0,,,,
2024-11-01 18:45,29,17,12,,,,,0,0,0,,,,
2024-11-01 19:00,33,19,14,,,,,0,0,0,,,,
2024-11-01 19:15,22,5,17,,,,,0,0,0,,,,
2024-11-01 19:30,19,9,10,,,,,0,0,0,,,,
2024-11-01 19:45,30,13,17,,,,,0,0,0,,,,
2024-11-01 20:00,20,9,11,,,,,0,0,0,,,,
2024-11-01 20:15,24,15,9,,,,,0,0,0,,,,
2024-11-01 20:30,23,12,11,,,,,0,0,0,,,,
2024-11-01 20:45,16,5,11,,,,,0,0,0,,,,
2024-11-01 21:00,17,3,14,,,,,0,0,0,,,,
2024-11-01 21:15,21,1,20,,,,,0,0,0,,,,
2024-11-01 21:30,12,6,6,,,,,0,0,0,,,,
2024-11-01 21:45,23,5,18,,,,,0,0,0,,,,
2024-11-01 22:00,7,1,6,,,,,0,0,0,,,,
2024-11-01 22:15,28,1,27,,,,,0,0,0,,,,
2024-11-01 22:30,13,2,11,,,,,0,0,0,,,,
2024-11-01 22:45,7,4,3,,,,,0,0,0,,,,
2024-11-01 23:00,7,1,6,,,,,0,0,0,,,,
2024-11-01 23:15,9,0,9,,,,,0,0,0,,,,
2024-11-01 23:30,9,0,9,,,,,0,0,0,,,,
2024-11-01 23:45,15,3,12,,,,,0,0,0,,,,
2024-11-02 00:00,5,2,3,,,,,0,0,0,,,,
2024-11-02 00:15,12,3,9,,,,,0,0,0,,,,
2024-11-02 00:30,1,0,1,,,,,0,0,0,,,,
2024-11-02 00:45,5,0,5,,,,,0,0,0,,,,
2024-11-02 01:00,3,1,2,,,,,0,0,0,,,,
