Datetime,300037933 (Weißenburgstraße),353413852 (Weißenburgstraße Fahrräder Stadteinwärts),353413853 (Weißenburgstraße Fahrräder Stadtauswärts),300037933-status,353413852-status,353413853-status
2026-05-01 00:00,2,1,1,0,0,0
2026-05-01 00:15,6,4,2,0,0,0
2026-05-01 00:30,2,1,1,0,0,0
2026-05-01 00:45,4,4,0,0,0,0
2026-05-01 01:00,5,5,0,0,0,0
2026-05-01 01:15,1,1,0,0,0,0
2026-05-01 01:30,0,0,0,0,0,0
2026-05-01 01:45,1,1,0,0,0,0
2026-05-01 02:00,3,0,3,0,0,0
2026-05-01 02:15,2,0,2,0,0,0
2026-05-01 02:30,2,0,2,0,0,0
2026-05-01 02:45,0,0,0,0,0,0
2026-05-01 03:00,1,1,0,0,0,0
2026-05-01 03:15,3,1,2,0,0,0
2026-05-01 03:30,1,1,0,0,0,0
2026-05-01 03:45,0,0,0,0,0,0
2026-05-01 04:00,1,1,0,0,0,0
2026-05-01 04:15,0,0,0,0,0,0
2026-05-01 04:30,0,0,0,0,0,0
2026-05-01 04:45,1,1,0,0,0,0
2026-05-01 05:00,0,0,0,0,0,0
2026-05-01 05:15,1,0,1,0,0,0
2026-05-01 05:30,3,2,1,0,0,0
2026-05-01 05:45,2,1,1,0,0,0
2026-05-01 06:00,1,1,0,0,0,0
2026-05-01 06:15,1,1,0,0,0,0
2026-05-01 06:30,4,2,2,0,0,0
2026-05-01 06:45,4,3,1,0,0,0
2026-05-01 07:00,2,1,1,0,0,0
2026-05-01 07:15,1,1,0,0,0,0
2026-05-01 07:30,0,0,0,0,0,0
2026-05-01 07:45,3,2,1,0,0,0
2026-05-01 08:00,7,4,3,0,0,0
2026-05-01 08:15,2,1,1,0,0,0
2026-05-01 08:30,7,4,3,0,0,0
2026-05-01 08:45,3,0,3,0,0,0
2026-05-01 09:00,10,2,8,0,0,0
2026-05-01 09:15,10,2,8,0,0,0
2026-05-01 09:30,9,5,4,0,0,0
2026-05-01 09:45,6,3,3,0,0,0
2026-05-01 10:00,13,3,10,0,0,0
2026-05-01 10:15,16,9,7,0,0,0
2026-05-01 10:30,31,25,6,0,0,0
2026-05-01 10:45,17,8,9,0,0,0
2026-05-01 11:00,21,3,18,0,0,0
2026-05-01 11:15,18,10,8,0,0,0
2026-05-01 11:30,26,8,18,0,0,0
2026-05-01 11:45,27,11,16,0,0,0
2026-05-01 12:00,24,18,6,0,0,0
2026-05-01 12:15,26,22,4,0,0,0
2026-05-01 12:30,31,3,28,0,0,0
2026-05-01 12:45,23,7,16,0,0,0
2026-05-01 13:00,36,26,10,0,0,0
2026-05-01 13:15,29,10,19,0,0,0
2026-05-01 13:30,15,9,6,0,0,0
2026-05-01 13:45,21,14,7,0,0,0
2026-05-01 14:00,18,7,11,0,0,0
2026-05-01 14:15,32,15,17,0,0,0
2026-05-01 14:30,28,18,10,0,0,0
2026-05-01 14:45,30,18,12,0,0,0
2026-05-01 15:00,39,21,18,0,0,0
2026-05-01 15:15,39,15,24,0,0,0
2026-05-01 15:30,22,11,11,0,0,0
2026-05-01 15:45,24,10,14,0,0,0
2026-05-01 16:00,14,5,9,0,0,0
2026-05-01 16:15,20,8,12,0,0,0
2026-05-01 16:30,17,6,11,0,0,0
2026-05-01 16:45,24,12,12,0,0,0
2026-05-01 17:00,32,17,15,0,0,0
2026-05-01 17:15,28,18,10,0,0,0
2026-05-01 17:30,16,4,12,0,0,0
2026-05-01 17:45,24,8,16,0,0,0
2026-05-01 18:00,12,8,4,0,0,0
2026-05-01 18:15,23,10,13,0,0,0
2026-05-01 18:30,22,12,10,0,0,0
2026-05-01 18:45,30,15,15,0,0,0
2026-05-01 19:00,4,3,1,0,0,0
2026-05-01 19:15,17,10,7,0,0,0
2026-05-01 19:30,15,5,10,0,0,0
