Datetime,300037933 (Weißenburgstraße),353413852 (Weißenburgstraße Fahrräder Stadteinwärts),353413853 (Weißenburgstraße Fahrräder Stadtauswärts),300037933-status,353413852-status,353413853-status
2026-03-01 00:00,1,0,1,0,0,0
2026-03-01 00:15,2,1,1,0,0,0
2026-03-01 00:30,3,3,0,0,0,0
2026-03-01 00:45,1,1,0,0,0,0
2026-03-01 01:00,2,2,0,0,0,0
2026-03-01 01:15,2,1,1,0,0,0
2026-03-01 01:30,2,2,0,0,0,0
2026-03-01 01:45,0,0,0,0,0,0
2026-03-01 02:00,1,1,0,0,0,0
2026-03-01 02:15,2,1,1,0,0,0
2026-03-01 02:30,1,1,0,0,0,0
2026-03-01 02:45,2,2,0,0,0,0
2026-03-01 03:00,1,0,1,0,0,0
2026-03-01 03:15,2,1,1,0,0,0
2026-03-01 03:30,1,1,0,0,0,0
2026-03-01 03:45,0,0,0,0,0,0
2026-03-01 04:00,1,1,0,0,0,0
2026-03-01 04:15,2,0,2,0,0,0
2026-03-01 04:30,0,0,0,0,0,0
2026-03-01 04:45,0,0,0,0,0,0
2026-03-01 05:00,0,0,0,0,0,0
2026-03-01 05:15,1,0,1,0,0,0
2026-03-01 05:30,0,0,0,0,0,0
2026-03-01 05:45,2,2,0,0,0,0
2026-03-01 06:00,2,1,1,0,0,0
2026-03-01 06:15,1,1,0,0,0,0
2026-03-01 06:30,1,1,0,0,0,0
2026-03-01 06:45,3,2,1,0,0,0
2026-03-01 07:00,1,1,0,0,0,0
2026-03-01 07:15,0,0,0,0,0,0
2026-03-01 07:30,1,0,1,0,0,0
2026-03-01 07:45,6,3,3,0,0,0
2026-03-01 08:00,2,2,0,0,0,0
2026-03-01 08:15,8,5,3,0,0,0
2026-03-01 08:30,4,1,3,0,0,0
2026-03-01 08:45,1,0,1,0,0,0
2026-03-01 09:00,3,2,1,0,0,0
2026-03-01 09:15,8,6,2,0,0,0
2026-03-01 09:30,7,4,3,0,0,0
2026-03-01 09:45,13,6,7,0,0,0
2026-03-01 10:00,8,2,6,0,0,0
2026-03-01 10:15,14,6,8,0,0,0
2026-03-01 10:30,11,4,7,0,0,0
2026-03-01 10:45,16,8,8,0,0,0
2026-03-01 11:00,12,6,6,0,0,0
2026-03-01 11:15,16,11,5,0,0,0
2026-03-01 11:30,13,4,9,0,0,0
2026-03-01 11:45,9,4,5,0,0,0
2026-03-01 12:00,23,10,13,0,0,0
2026-03-01 12:15,10,6,4,0,0,0
2026-03-01 12:30,13,8,5,0,0,0
2026-03-01 12:45,15,10,5,0,0,0
2026-03-01 13:00,16,9,7,0,0,0
2026-03-01 13:15,15,8,7,0,0,0
2026-03-01 13:30,24,14,10,0,0,0
2026-03-01 13:45,9,7,2,0,0,0
2026-03-01 14:00,10,3,7,0,0,0
2026-03-01 14:15,10,3,7,0,0,0
2026-03-01 14:30,19,5,14,0,0,0
2026-03-01 14:45,11,7,4,0,0,0
2026-03-01 15:00,7,3,4,0,0,0
2026-03-01 15:15,12,3,9,0,0,0
2026-03-01 15:30,16,10,6,0,0,0
2026-03-01 15:45,24,19,5,0,0,0
2026-03-01 16:00,15,11,4,0,0,0
2026-03-01 16:15,22,10,12,0,0,0
2026-03-01 16:30,24,10,14,0,0,0
2026-03-01 16:45,14,10,4,0,0,0
2026-03-01 17:00,14,8,6,0,0,0
2026-03-01 17:15,20,9,11,0,0,0
2026-03-01 17:30,16,3,13,0,0,0
2026-03-01 17:45,23,14,9,0,0,0
2026-03-01 18:00,11,4,7,0,0,0
2026-03-01 18:15,16,8,8,0,0,0
2026-03-01 18:30,14,11,3,0,0,0
2026-03-01 18:45,8,1,7,0,0,0
2026-03-01 19:00,4,2,2,0,0,0
2026-03-01 19:15,11,6,5,0,0,0
2026-03-01 19:30,9,5,4,0,0,0
2026-03-01 19:45,5,2,3,0,0,0
2026-03-01 20:00,6,3,3,0,0,0
2026-03-01 20:15,4,3,1,0,0,0
2026-03-01 20:30,8,5,3,0,0,0
2026-03-01 20:45,3,1,2,0,0,0
2026-03-01 21:00,5,4,1,0,0,0
2026-03-01 21:15,8,8,0,0,0,0
2026-03-01 21:30,2,0,2,0,0,0
2026-03-01 21:45,0,0,0,0,0,0
2026-03-01 22:00,3,2,1,0,0,0
2026-03-01 22:15,3,3,0,0,0,0
2026-03-01 22:30,6,6,0,0,0,0
2026-03-01 22:45,3,2,1,0,0,0
2026-03-01 23:00,1,0,1,0,0,0
2026-03-01 23:15,0,0,0,0,0,0
2026-03-01 23:30,1,1,0,0,0,0
2026-03-01 23:45,1,0,1,0,0,0
2026-03-02 00:00,0,0,0,0,0,0
2026-03-02 00:15,0,0,0,0,0,0
2026-03-02 00:30,1,0,1,0,0,0
2026-03-02 00:45,0,0,0,0,0,0
2026-03-02 01:00,2,1,1,0,0,0
2026-03-02 01:15,0,0,0,0,0,0
2026-03-02 01:30,0,0,0,0,0,0
2026-03-02 01:45,1,1,0,0,0,0
2026-03-02 02:00,0,0,0,0,0,0
2026-03-02 02:15,0,0,0,0,0,0
2026-03-02 02:30,0,0,0,0,0,0
2026-03-02 02:45,1,1,0,0,0,0
2026-03-02 03:00,0,0,0,0,0,0
2026-03-02 03:15,2,1,1,0,0,0
2026-03-02 03:30,0,0,0,0,0,0
2026-03-02 03:45,0,0,0,0,0,0
2026-03-02 04:00,2,1,1,0,0,0
2026-03-02 04:15,0,0,0,0,0,0
2026-03-02 04:30,3,0,3,0,0,0
2026-03-02 04:45,1,1,0,0,0,0
2026-03-02 05:00,1,0,1,0,0,0
2026-03-02 05:15,3,3,0,0,0,0
2026-03-02 05:30,8,8,0,0,0,0
2026-03-02 05:45,2,2,0,0,0,0
2026-03-02 06:00,5,2,3,0,0,0
2026-03-02 06:15,14,5,9,0,0,0
2026-03-02 06:30,9,1,8,0,0,0
2026-03-02 06:45,21,7,14,0,0,0
2026-03-02 07:00,14,4,10,0,0,0
2026-03-02 07:15,48,8,40,0,0,0
2026-03-02 07:30,111,18,93,0,0,0
2026-03-02 07:45,42,21,21,0,0,0
2026-03-02 08:00,36,11,25,0,0,0
2026-03-02 08:15,32,12,20,0,0,0
2026-03-02 08:30,23,7,16,0,0,0
2026-03-02 08:45,24,12,12,0,0,0
2026-03-02 09:00,23,9,14,0,0,0
2026-03-02 09:15,21,7,14,0,0,0
2026-03-02 09:30,22,9,13,0,0,0
2026-03-02 09:45,21,11,10,0,0,0
2026-03-02 10:00,25,10,15,0,0,0
2026-03-02 10:15,15,5,10,0,0,0
2026-03-02 10:30,15,11,4,0,0,0
2026-03-02 10:45,27,13,14,0,0,0
2026-03-02 11:00,24,16,8,0,0,0
2026-03-02 11:15,14,9,5,0,0,0
2026-03-02 11:30,22,10,12,0,0,0
2026-03-02 11:45,14,3,11,0,0,0
2026-03-02 12:00,22,8,14,0,0,0
2026-03-02 12:15,34,26,8,0,0,0
2026-03-02 12:30,29,22,7,0,0,0
2026-03-02 12:45,26,16,10,0,0,0
2026-03-02 13:00,13,6,7,0,0,0
2026-03-02 13:15,21,12,9,0,0,0
2026-03-02 13:30,35,23,12,0,0,0
2026-03-02 13:45,47,40,7,0,0,0
2026-03-02 14:00,29,17,12,0,0,0
2026-03-02 14:15,38,26,12,0,0,0
2026-03-02 14:30,23,11,12,0,0,0
2026-03-02 14:45,31,14,17,0,0,0
2026-03-02 15:00,34,19,15,0,0,0
2026-03-02 15:15,33,20,13,0,0,0
2026-03-02 15:30,23,15,8,0,0,0
2026-03-02 15:45,36,26,10,0,0,0
2026-03-02 16:00,36,21,15,0,0,0
2026-03-02 16:15,32,25,7,0,0,0
2026-03-02 16:30,28,17,11,0,0,0
2026-03-02 16:45,41,26,15,0,0,0
2026-03-02 17:00,47,25,22,0,0,0
2026-03-02 17:15,27,17,10,0,0,0
2026-03-02 17:30,32,19,13,0,0,0
2026-03-02 17:45,39,25,14,0,0,0
2026-03-02 18:00,41,19,22,0,0,0
2026-03-02 18:15,37,21,16,0,0,0
2026-03-02 18:30,26,16,10,0,0,0
2026-03-02 18:45,26,12,14,0,0,0
2026-03-02 19:00,16,8,8,0,0,0
2026-03-02 19:15,22,17,5,0,0,0
2026-03-02 19:30,17,9,8,0,0,0
2026-03-02 19:45,19,10,9,0,0,0
2026-03-02 20:00,7,3,4,0,0,0
2026-03-02 20:15,6,3,3,0,0,0
2026-03-02 20:30,7,3,4,0,0,0
2026-03-02 20:45,13,8,5,0,0,0
2026-03-02 21:00,10,6,4,0,0,0
2026-03-02 21:15,7,5,2,0,0,0
2026-03-02 21:30,12,7,5,0,0,0
2026-03-02 21:45,8,7,1,0,0,0
2026-03-02 22:00,7,6,1,0,0,0
2026-03-02 22:15,5,4,1,0,0,0
2026-03-02 22:30,4,2,2,0,0,0
2026-03-02 22:45,1,1,0,0,0,0
2026-03-02 23:00,3,3,0,0,0,0
2026-03-02 23:15,2,1,1,0,0,0
2026-03-02 23:30,0,0,0,0,0,0
2026-03-02 23:45,2,2,0,0,0,0
2026-03-03 00:00,3,1,2,0,0,0
2026-03-03 00:15,2,1,1,0,0,0
2026-03-03 00:30,1,1,0,0,0,0
2026-03-03 00:45,0,0,0,0,0,0
2026-03-03 01:00,2,2,0,0,0,0
2026-03-03 01:15,0,0,0,0,0,0
2026-03-03 01:30,1,0,1,0,0,0
2026-03-03 01:45,1,1,0,0,0,0
2026-03-03 02:00,1,0,1,0,0,0
2026-03-03 02:15,0,0,0,0,0,0
2026-03-03 02:30,0,0,0,0,0,0
2026-03-03 02:45,0,0,0,0,0,0
2026-03-03 03:00,0,0,0,0,0,0
2026-03-03 03:15,1,0,1,0,0,0
2026-03-03 03:30,0,0,0,0,0,0
2026-03-03 03:45,0,0,0,0,0,0
2026-03-03 04:00,0,0,0,0,0,0
2026-03-03 04:15,1,0,1,0,0,0
2026-03-03 04:30,4,3,1,0,0,0
2026-03-03 04:45,1,0,1,0,0,0
2026-03-03 05:00,1,1,0,0,0,0
2026-03-03 05:15,4,3,1,0,0,0
2026-03-03 05:30,0,0,0,0,0,0
2026-03-03 05:45,2,1,1,0,0,0
2026-03-03 06:00,5,2,3,0,0,0
2026-03-03 06:15,9,5,4,0,0,0
2026-03-03 06:30,10,5,5,0,0,0
2026-03-03 06:45,19,4,15,0,0,0
2026-03-03 07:00,20,9,11,0,0,0
2026-03-03 07:15,45,9,36,0,0,0
2026-03-03 07:30,128,16,112,0,0,0
2026-03-03 07:45,45,13,32,0,0,0
2026-03-03 08:00,39,12,27,0,0,0
2026-03-03 08:15,30,14,16,0,0,0
2026-03-03 08:30,34,13,21,0,0,0
2026-03-03 08:45,16,5,11,0,0,0
2026-03-03 09:00,19,9,10,0,0,0
