Datetime,100020113 (Wolbecker Straße),101020113 (FR stdteinwärts),102020113 (FR stadtauswärts),100020113-status,101020113-status,102020113-status
2025-02-01 00:00,52,25,27,0,0,0
2025-02-01 00:15,40,16,24,0,0,0
2025-02-01 00:30,30,20,10,0,0,0
2025-02-01 00:45,42,20,22,0,0,0
2025-02-01 01:00,22,14,8,0,0,0
2025-02-01 01:15,17,10,7,0,0,0
2025-02-01 01:30,19,7,12,0,0,0
2025-02-01 01:45,18,13,5,0,0,0
2025-02-01 02:00,26,10,16,0,0,0
2025-02-01 02:15,29,19,10,0,0,0
2025-02-01 02:30,13,6,7,0,0,0
2025-02-01 02:45,13,7,6,0,0,0
2025-02-01 03:00,12,8,4,0,0,0
2025-02-01 03:15,7,5,2,0,0,0
2025-02-01 03:30,15,9,6,0,0,0
2025-02-01 03:45,8,6,2,0,0,0
2025-02-01 04:00,15,7,8,0,0,0
2025-02-01 04:15,3,2,1,0,0,0
2025-02-01 04:30,4,1,3,0,0,0
2025-02-01 04:45,5,3,2,0,0,0
2025-02-01 05:00,5,1,4,0,0,0
2025-02-01 05:15,6,3,3,0,0,0
2025-02-01 05:30,11,4,7,0,0,0
2025-02-01 05:45,9,1,8,0,0,0
2025-02-01 06:00,7,2,5,0,0,0
2025-02-01 06:15,10,3,7,0,0,0
2025-02-01 06:30,18,8,10,0,0,0
2025-02-01 06:45,10,6,4,0,0,0
2025-02-01 07:00,14,6,8,0,0,0
2025-02-01 07:15,15,3,12,0,0,0
2025-02-01 07:30,22,7,15,0,0,0
2025-02-01 07:45,43,8,35,0,0,0
2025-02-01 08:00,27,4,23,0,0,0
2025-02-01 08:15,29,8,21,0,0,0
2025-02-01 08:30,52,14,38,0,0,0
2025-02-01 08:45,68,21,47,0,0,0
2025-02-01 09:00,55,22,33,0,0,0
2025-02-01 09:15,74,22,52,0,0,0
2025-02-01 09:30,82,18,64,0,0,0
2025-02-01 09:45,133,41,92,0,0,0
2025-02-01 10:00,100,33,67,0,0,0
2025-02-01 10:15,107,33,74,0,0,0
2025-02-01 10:30,124,36,88,0,0,0
2025-02-01 10:45,112,31,81,0,0,0
2025-02-01 11:00,156,49,107,0,0,0
2025-02-01 11:15,128,52,76,0,0,0
2025-02-01 11:30,145,58,87,0,0,0
2025-02-01 11:45,154,58,96,0,0,0
2025-02-01 12:00,132,50,82,0,0,0
