Datetime,300037926 (Bohlweg),353413831 (Bohlweg [Bike Stadteinwärts]),353413832 (Bohlweg [Bike Stadtauswärts]),353484923 (Bohlweg [Bike IN]),353484925 (Bohlweg [Bike OUT]),353484927 (Bohlweg [Bike IN]),353484928 (Bohlweg [Bike OUT]),353484929 (Bohlweg [Bike IN]),353484930 (Bohlweg [Bike OUT]),353485115 (Bohlweg [Car IN]),353485118 (Bohlweg [Car OUT]),353485121 (Bohlweg [Car IN]),353485123 (Bohlweg [Car OUT]),353485125 (Bohlweg [Car IN]),353485126 (Bohlweg [Car OUT]),353485127 (Bohlweg [Car IN]),353485128 (Bohlweg [Car OUT]),300037926-status,353413831-status,353413832-status,353484923-status,353484925-status,353484927-status,353484928-status,353484929-status,353484930-status,353485115-status,353485118-status,353485121-status,353485123-status,353485125-status,353485126-status,353485127-status,353485128-status
2024-10-01 03:30,1,1,0,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 03:45,0,0,0,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 04:00,0,0,0,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 04:15,1,1,0,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 04:30,1,1,0,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 04:45,1,1,0,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 05:00,2,1,1,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 05:15,5,3,2,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 05:30,8,5,3,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 05:45,10,5,5,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 06:00,11,7,4,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 06:15,17,12,5,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 06:30,26,18,8,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 06:45,29,21,8,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 07:00,41,27,14,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 07:15,60,43,17,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 07:30,112,83,29,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 07:45,112,83,29,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 08:00,79,59,20,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 08:15,75,55,20,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 08:30,65,49,16,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 08:45,72,50,22,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 09:00,47,33,14,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 09:15,47,32,15,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 09:30,57,39,18,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 09:45,67,50,17,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 10:00,50,34,16,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 10:15,40,25,15,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 10:30,39,24,15,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 10:45,47,27,20,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 11:00,37,21,16,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 11:15,46,25,21,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 11:30,45,27,18,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 11:45,55,32,23,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 12:00,52,28,24,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 12:15,51,27,24,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 12:30,48,23,25,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 12:45,54,26,28,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 13:00,77,40,37,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 13:15,58,26,32,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 13:30,52,25,27,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 13:45,66,35,31,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 14:00,58,25,33,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 14:15,56,25,31,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 14:30,59,27,32,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 14:45,64,31,33,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 15:00,60,28,32,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 15:15,59,25,34,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 15:30,73,34,39,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 15:45,86,39,47,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 16:00,84,35,49,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 16:15,80,32,48,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 16:30,75,30,45,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 16:45,81,36,45,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 17:00,80,33,47,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 17:15,80,36,44,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 17:30,83,35,48,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 17:45,93,41,52,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 18:00,81,34,47,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 18:15,76,33,43,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 18:30,67,30,37,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 18:45,67,31,36,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 19:00,56,24,32,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 19:15,55,24,31,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 19:30,47,20,27,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 19:45,44,20,24,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 20:00,45,18,27,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 20:15,38,16,22,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 20:30,30,13,17,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 20:45,24,10,14,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 21:00,26,10,16,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 21:15,28,11,17,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 21:30,26,10,16,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 21:45,26,10,16,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 22:00,23,9,14,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 22:15,25,9,16,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 22:30,19,6,13,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 22:45,17,7,10,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 23:00,18,7,11,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 23:15,13,6,7,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 23:30,10,4,6,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-01 23:45,7,3,4,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 00:00,9,3,6,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 00:15,6,2,4,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 00:30,4,1,3,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 00:45,4,1,3,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 01:00,3,1,2,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 01:15,3,1,2,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 01:30,2,1,1,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 01:45,2,1,1,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 02:00,2,1,1,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 02:15,2,1,1,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 02:30,1,0,1,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 02:45,0,0,0,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 03:00,0,0,0,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 03:15,0,0,0,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 03:30,1,1,0,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 03:45,1,0,1,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 04:00,0,0,0,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 04:15,1,1,0,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 04:30,1,1,0,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 04:45,2,1,1,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 05:00,2,1,1,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 05:15,5,3,2,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 05:30,7,4,3,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 05:45,11,5,6,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 06:00,14,10,4,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 06:15,20,15,5,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 06:30,30,22,8,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 06:45,35,25,10,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 07:00,49,34,15,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 07:15,72,52,20,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 07:30,132,98,34,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 07:45,137,99,38,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 08:00,93,69,24,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 08:15,86,62,24,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 08:30,81,59,22,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 08:45,89,65,24,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 09:00,65,46,19,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 09:15,67,47,20,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 09:30,76,55,21,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 09:45,92,66,26,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 10:00,70,50,20,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 10:15,62,40,22,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 10:30,59,37,22,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 10:45,64,41,23,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 11:00,56,32,24,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 11:15,68,38,30,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 11:30,66,38,28,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 11:45,76,44,32,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 12:00,77,42,35,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 12:15,72,38,34,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 12:30,72,35,37,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 12:45,75,37,38,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 13:00,95,48,47,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 13:15,82,36,46,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 13:30,74,35,39,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 13:45,83,41,42,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 14:00,76,35,41,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 14:15,71,30,41,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 14:30,69,32,37,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 14:45,90,47,43,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 15:00,73,32,41,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 15:15,77,35,42,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 15:30,95,46,49,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 15:45,102,48,54,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 16:00,92,40,52,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 16:15,92,38,54,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 16:30,90,37,53,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 16:45,98,43,55,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 17:00,97,44,53,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 17:15,99,44,55,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 17:30,102,46,56,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 17:45,107,48,59,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 18:00,93,39,54,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 18:15,90,38,52,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 18:30,74,33,41,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 18:45,78,38,40,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 19:00,70,32,38,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 19:15,72,35,37,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 19:30,57,26,31,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 19:45,62,29,33,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 20:00,55,24,31,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 20:15,49,21,28,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 20:30,39,15,24,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 20:45,38,16,22,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 21:00,36,15,21,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 21:15,35,14,21,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 21:30,33,14,19,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 21:45,31,12,19,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 22:00,31,12,19,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 22:15,30,11,19,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 22:30,27,10,17,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 22:45,25,9,16,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 23:00,26,11,15,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 23:15,21,7,14,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 23:30,16,7,9,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-02 23:45,11,4,7,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 00:00,9,3,6,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 00:15,6,2,4,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 00:30,5,2,3,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 00:45,5,2,3,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 01:00,4,1,3,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 01:15,3,1,2,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 01:30,3,1,2,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 01:45,3,1,2,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 02:00,3,1,2,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 02:15,3,1,2,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 02:30,1,0,1,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 02:45,2,0,2,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 03:00,1,0,1,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 03:15,2,0,2,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 03:30,1,0,1,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 03:45,1,0,1,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 04:00,1,0,1,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 04:15,2,1,1,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 04:30,1,0,1,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 04:45,2,1,1,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 05:00,2,1,1,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 05:15,4,2,2,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 05:30,6,4,2,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 05:45,8,4,4,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 06:00,10,7,3,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 06:15,13,10,3,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 06:30,20,13,7,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 06:45,25,17,8,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 07:00,33,21,12,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 07:15,53,38,15,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 07:30,101,75,26,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 07:45,98,73,25,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 08:00,69,53,16,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 08:15,60,43,17,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 08:30,56,42,14,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 08:45,59,41,18,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 09:00,44,30,14,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 09:15,42,29,13,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 09:30,49,32,17,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 09:45,57,41,16,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 10:00,42,30,12,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 10:15,38,24,14,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 10:30,36,23,13,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 10:45,43,26,17,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 11:00,35,20,15,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 11:15,41,24,17,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 11:30,39,22,17,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 11:45,46,26,20,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 12:00,49,25,24,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 12:15,44,23,21,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 12:30,47,23,24,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 12:45,47,24,23,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 13:00,62,30,32,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 13:15,54,23,31,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 13:30,51,24,27,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 13:45,57,29,28,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 14:00,57,26,31,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 14:15,53,24,29,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 14:30,52,27,25,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 14:45,67,37,30,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 15:00,56,26,30,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 15:15,60,29,31,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 15:30,78,40,38,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 15:45,77,35,42,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
2024-10-03 16:00,77,32,45,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,
