Datetime,300038855 (Bismarckallee),353420516 (Bismarckallee Fahrräder IN),353420517 (Bismarckallee Fahrräder OUT),300038855-status,353420516-status,353420517-status
2024-01-09 00:00,0,0,0,0,0,0
2024-01-09 00:15,0,0,0,0,0,0
2024-01-09 00:30,0,0,0,0,0,0
2024-01-09 00:45,0,0,0,0,0,0
2024-01-09 01:00,0,0,0,0,0,0
2024-01-09 01:15,0,0,0,0,0,0
2024-01-09 01:30,0,0,0,0,0,0
2024-01-09 01:45,0,0,0,0,0,0
2024-01-09 02:00,0,0,0,0,0,0
2024-01-09 02:15,0,0,0,0,0,0
2024-01-09 02:30,0,0,0,0,0,0
2024-01-09 02:45,0,0,0,0,0,0
2024-01-09 03:00,0,0,0,0,0,0
2024-01-09 03:15,0,0,0,0,0,0
2024-01-09 03:30,0,0,0,0,0,0
2024-01-09 03:45,0,0,0,0,0,0
2024-01-09 04:00,0,0,0,0,0,0
2024-01-09 04:15,0,0,0,0,0,0
2024-01-09 04:30,0,0,0,0,0,0
2024-01-09 04:45,0,0,0,0,0,0
2024-01-09 05:00,0,0,0,0,0,0
2024-01-09 05:15,0,0,0,0,0,0
2024-01-09 05:30,0,0,0,0,0,0
2024-01-09 05:45,0,0,0,0,0,0
2024-01-09 06:00,0,0,0,0,0,0
2024-01-09 06:15,0,0,0,0,0,0
2024-01-09 06:30,0,0,0,0,0,0
2024-01-09 06:45,0,0,0,0,0,0
2024-01-09 07:00,0,0,0,0,0,0
2024-01-09 07:15,0,0,0,0,0,0
2024-01-09 07:30,0,0,0,0,0,0
2024-01-09 07:45,0,0,0,0,0,0
2024-01-09 08:00,0,0,0,0,0,0
2024-01-09 08:15,0,0,0,0,0,0
2024-01-09 08:30,0,0,0,0,0,0
2024-01-09 08:45,0,0,0,0,0,0
2024-01-09 09:00,4,0,4,0,0,0
2024-01-09 09:15,34,19,15,0,0,0
2024-01-09 09:30,70,38,32,0,0,0
2024-01-09 09:45,124,75,49,0,0,0
2024-01-09 10:00,167,120,47,0,0,0
2024-01-09 10:15,51,34,17,0,0,0
2024-01-09 10:30,38,22,16,0,0,0
2024-01-09 10:45,45,20,25,0,0,0
2024-01-09 11:00,55,38,17,0,0,0
2024-01-09 11:15,45,28,17,0,0,0
2024-01-09 11:30,72,53,19,0,0,0
2024-01-09 11:45,195,119,76,0,0,0
