Datetime,300038855 (Bismarckallee),353420516 (Bismarckallee Fahrräder OUT),353420517 (Bismarckallee Fahrräder IN),300038855-status,353420516-status,353420517-status
2026-06-01 00:00,0,0,0,0,0,0
2026-06-01 00:15,0,0,0,0,0,0
2026-06-01 00:30,0,0,0,0,0,0
2026-06-01 00:45,0,0,0,0,0,0
2026-06-01 01:00,0,0,0,0,0,0
2026-06-01 01:15,0,0,0,0,0,0
2026-06-01 01:30,0,0,0,0,0,0
2026-06-01 01:45,0,0,0,0,0,0
2026-06-01 02:00,0,0,0,0,0,0
2026-06-01 02:15,0,0,0,0,0,0
2026-06-01 02:30,0,0,0,0,0,0
2026-06-01 02:45,0,0,0,0,0,0
2026-06-01 03:00,0,0,0,0,0,0
2026-06-01 03:15,0,0,0,0,0,0
2026-06-01 03:30,0,0,0,0,0,0
2026-06-01 03:45,0,0,0,0,0,0
2026-06-01 04:00,0,0,0,0,0,0
2026-06-01 04:15,0,0,0,0,0,0
2026-06-01 04:30,0,0,0,0,0,0
2026-06-01 04:45,0,0,0,0,0,0
2026-06-01 05:00,0,0,0,0,0,0
2026-06-01 05:15,0,0,0,0,0,0
2026-06-01 05:30,0,0,0,0,0,0
2026-06-01 05:45,0,0,0,0,0,0
2026-06-01 06:00,0,0,0,0,0,0
2026-06-01 06:15,0,0,0,0,0,0
2026-06-01 06:30,0,0,0,0,0,0
2026-06-01 06:45,0,0,0,0,0,0
2026-06-01 07:00,0,0,0,0,0,0
2026-06-01 07:15,0,0,0,0,0,0
2026-06-01 07:30,0,0,0,0,0,0
2026-06-01 07:45,0,0,0,0,0,0
2026-06-01 08:00,0,0,0,0,0,0
2026-06-01 08:15,0,0,0,0,0,0
2026-06-01 08:30,0,0,0,0,0,0
2026-06-01 08:45,0,0,0,0,0,0
2026-06-01 09:00,0,0,0,0,0,0
2026-06-01 09:15,0,0,0,0,0,0
2026-06-01 09:30,0,0,0,0,0,0
2026-06-01 09:45,0,0,0,0,0,0
