Datetime,300038855 (Bismarckallee),353420516 (Bismarckallee Fahrräder OUT),353420517 (Bismarckallee Fahrräder IN),300038855-status,353420516-status,353420517-status
2026-05-24 04:45,0,0,0,0,0,0
2026-05-24 05:00,0,0,0,0,0,0
2026-05-24 05:15,0,0,0,0,0,0
2026-05-24 05:30,0,0,0,0,0,0
2026-05-24 05:45,0,0,0,0,0,0
2026-05-24 06:00,0,0,0,0,0,0
2026-05-24 06:15,0,0,0,0,0,0
2026-05-24 06:30,0,0,0,0,0,0
2026-05-24 06:45,0,0,0,0,0,0
2026-05-24 07:00,0,0,0,0,0,0
2026-05-24 07:15,0,0,0,0,0,0
2026-05-24 07:30,0,0,0,0,0,0
2026-05-24 07:45,0,0,0,0,0,0
2026-05-24 08:00,0,0,0,0,0,0
2026-05-24 08:15,0,0,0,0,0,0
2026-05-24 08:30,0,0,0,0,0,0
2026-05-24 08:45,0,0,0,0,0,0
2026-05-24 09:00,0,0,0,0,0,0
2026-05-24 09:15,0,0,0,0,0,0
2026-05-24 09:30,0,0,0,0,0,0
2026-05-24 09:45,0,0,0,0,0,0
2026-05-24 10:00,0,0,0,0,0,0
2026-05-24 10:15,0,0,0,0,0,0
2026-05-24 10:30,0,0,0,0,0,0
2026-05-24 10:45,0,0,0,0,0,0
2026-05-24 11:00,0,0,0,0,0,0
2026-05-24 11:15,0,0,0,0,0,0
2026-05-24 11:30,0,0,0,0,0,0
2026-05-24 11:45,0,0,0,0,0,0
2026-05-24 12:00,0,0,0,0,0,0
2026-05-24 12:15,0,0,0,0,0,0
2026-05-24 12:30,0,0,0,0,0,0
2026-05-24 12:45,0,0,0,0,0,0
2026-05-24 13:00,0,0,0,0,0,0
2026-05-24 13:15,0,0,0,0,0,0
2026-05-24 13:30,0,0,0,0,0,0
2026-05-24 13:45,0,0,0,0,0,0
2026-05-24 14:00,0,0,0,0,0,0
2026-05-24 14:15,0,0,0,0,0,0
2026-05-24 14:30,0,0,0,0,0,0
2026-05-24 14:45,0,0,0,0,0,0
2026-05-24 15:00,0,0,0,0,0,0
2026-05-24 15:15,0,0,0,0,0,0
2026-05-24 15:30,0,0,0,0,0,0
2026-05-24 15:45,0,0,0,0,0,0
2026-05-24 16:00,0,0,0,0,0,0
2026-05-24 16:15,0,0,0,0,0,0
2026-05-24 16:30,0,0,0,0,0,0
2026-05-24 16:45,0,0,0,0,0,0
2026-05-24 17:00,0,0,0,0,0,0
2026-05-24 17:15,0,0,0,0,0,0
2026-05-24 17:30,0,0,0,0,0,0
2026-05-24 17:45,0,0,0,0,0,0
2026-05-24 18:00,0,0,0,0,0,0
2026-05-24 18:15,0,0,0,0,0,0
2026-05-24 18:30,0,0,0,0,0,0
2026-05-24 18:45,0,0,0,0,0,0
2026-05-24 19:00,0,0,0,0,0,0
2026-05-24 19:15,0,0,0,0,0,0
2026-05-24 19:30,0,0,0,0,0,0
2026-05-24 19:45,0,0,0,0,0,0
2026-05-24 20:00,0,0,0,0,0,0
2026-05-24 20:15,0,0,0,0,0,0
2026-05-24 20:30,0,0,0,0,0,0
2026-05-24 20:45,0,0,0,0,0,0
2026-05-24 21:00,0,0,0,0,0,0
2026-05-24 21:15,0,0,0,0,0,0
2026-05-24 21:30,0,0,0,0,0,0
2026-05-24 21:45,0,0,0,0,0,0
2026-05-24 22:00,0,0,0,0,0,0
2026-05-24 22:15,0,0,0,0,0,0
2026-05-24 22:30,0,0,0,0,0,0
2026-05-24 22:45,0,0,0,0,0,0
2026-05-24 23:00,0,0,0,0,0,0
2026-05-24 23:15,0,0,0,0,0,0
2026-05-24 23:30,0,0,0,0,0,0
2026-05-24 23:45,0,0,0,0,0,0
2026-05-25 00:00,0,0,0,0,0,0
2026-05-25 00:15,0,0,0,0,0,0
2026-05-25 00:30,0,0,0,0,0,0
2026-05-25 00:45,0,0,0,0,0,0
2026-05-25 01:00,0,0,0,0,0,0
2026-05-25 01:15,0,0,0,0,0,0
2026-05-25 01:30,0,0,0,0,0,0
2026-05-25 01:45,0,0,0,0,0,0
2026-05-25 02:00,0,0,0,0,0,0
2026-05-25 02:15,0,0,0,0,0,0
2026-05-25 02:30,0,0,0,0,0,0
2026-05-25 02:45,0,0,0,0,0,0
2026-05-25 03:00,0,0,0,0,0,0
2026-05-25 03:15,0,0,0,0,0,0
2026-05-25 03:30,0,0,0,0,0,0
2026-05-25 03:45,0,0,0,0,0,0
2026-05-25 04:00,0,0,0,0,0,0
2026-05-25 04:15,0,0,0,0,0,0
2026-05-25 04:30,0,0,0,0,0,0
2026-05-25 04:45,0,0,0,0,0,0
2026-05-25 05:00,0,0,0,0,0,0
2026-05-25 05:15,0,0,0,0,0,0
2026-05-25 05:30,0,0,0,0,0,0
2026-05-25 05:45,0,0,0,0,0,0
2026-05-25 06:00,0,0,0,0,0,0
2026-05-25 06:15,0,0,0,0,0,0
2026-05-25 06:30,0,0,0,0,0,0
2026-05-25 06:45,0,0,0,0,0,0
2026-05-25 07:00,0,0,0,0,0,0
2026-05-25 07:15,0,0,0,0,0,0
2026-05-25 07:30,0,0,0,0,0,0
2026-05-25 07:45,0,0,0,0,0,0
2026-05-25 08:00,0,0,0,0,0,0
2026-05-25 08:15,0,0,0,0,0,0
2026-05-25 08:30,0,0,0,0,0,0
2026-05-25 08:45,0,0,0,0,0,0
2026-05-25 09:00,0,0,0,0,0,0
2026-05-25 09:15,0,0,0,0,0,0
2026-05-25 09:30,0,0,0,0,0,0
2026-05-25 09:45,0,0,0,0,0,0
2026-05-25 10:00,0,0,0,0,0,0
2026-05-25 10:15,0,0,0,0,0,0
2026-05-25 10:30,0,0,0,0,0,0
2026-05-25 10:45,0,0,0,0,0,0
2026-05-25 11:00,0,0,0,0,0,0
2026-05-25 11:15,0,0,0,0,0,0
2026-05-25 11:30,0,0,0,0,0,0
2026-05-25 11:45,0,0,0,0,0,0
2026-05-25 12:00,0,0,0,0,0,0
2026-05-25 12:15,0,0,0,0,0,0
2026-05-25 12:30,0,0,0,0,0,0
2026-05-25 12:45,0,0,0,0,0,0
2026-05-25 13:00,0,0,0,0,0,0
2026-05-25 13:15,0,0,0,0,0,0
2026-05-25 13:30,0,0,0,0,0,0
2026-05-25 13:45,0,0,0,0,0,0
2026-05-25 14:00,0,0,0,0,0,0
2026-05-25 14:15,0,0,0,0,0,0
