Datetime,300037405 (Promenade (westl. Hals)),353409612 (Promenade (westl. Hals) Fahrräder IN),353409613 (Promenade (westl. Hals) Fahrräder OUT),353426710 (Promenade (westl. Hals) [Bike IN]),353426712 (Promenade (westl. Hals) [Bike IN]),353426713 (Promenade (westl. Hals) [Bike OUT]),353426715 (Promenade (westl. Hals) [Bike OUT]),300037405-status,353409612-status,353409613-status,353426710-status,353426712-status,353426713-status,353426715-status
2023-11-07 15:00,205,137,68,,,,,0,0,0,,,,
2023-11-07 15:15,216,132,84,,,,,0,0,0,,,,
2023-11-07 15:30,235,135,100,,,,,0,0,0,,,,
2023-11-07 15:45,379,224,155,,,,,0,0,0,,,,
2023-11-07 16:00,89,51,38,,,,,0,0,0,,,,
2023-11-07 16:15,0,0,0,,,,,0,0,0,,,,
2023-11-07 16:30,0,0,0,,,,,0,0,0,,,,
2023-11-07 16:45,0,0,0,,,,,0,0,0,,,,
2023-11-07 17:00,0,0,0,,,,,0,0,0,,,,
2023-11-07 17:15,0,0,0,,,,,0,0,0,,,,
2023-11-07 17:30,0,0,0,,,,,0,0,0,,,,
2023-11-07 17:45,0,0,0,,,,,0,0,0,,,,
2023-11-07 18:00,0,0,0,,,,,0,0,0,,,,
2023-11-07 18:15,0,0,0,,,,,0,0,0,,,,
2023-11-07 18:30,0,0,0,,,,,0,0,0,,,,
2023-11-07 18:45,0,0,0,,,,,0,0,0,,,,
2023-11-07 19:00,0,0,0,,,,,0,0,0,,,,
2023-11-07 19:15,0,0,0,,,,,0,0,0,,,,
2023-11-07 19:30,0,0,0,,,,,0,0,0,,,,
2023-11-07 19:45,0,0,0,,,,,0,0,0,,,,
2023-11-07 20:00,0,0,0,,,,,0,0,0,,,,
2023-11-07 20:15,0,0,0,,,,,0,0,0,,,,
2023-11-07 20:30,0,0,0,,,,,0,0,0,,,,
2023-11-07 20:45,0,0,0,,,,,0,0,0,,,,
2023-11-07 21:00,0,0,0,,,,,0,0,0,,,,
2023-11-07 21:15,0,0,0,,,,,0,0,0,,,,
2023-11-07 21:30,0,0,0,,,,,0,0,0,,,,
2023-11-07 21:45,0,0,0,,,,,0,0,0,,,,
2023-11-07 22:00,0,0,0,,,,,0,0,0,,,,
2023-11-07 22:15,0,0,0,,,,,0,0,0,,,,
2023-11-07 22:30,0,0,0,,,,,0,0,0,,,,
2023-11-07 22:45,0,0,0,,,,,0,0,0,,,,
2023-11-07 23:00,0,0,0,,,,,0,0,0,,,,
2023-11-07 23:15,0,0,0,,,,,0,0,0,,,,
2023-11-07 23:30,0,0,0,,,,,0,0,0,,,,
2023-11-07 23:45,0,0,0,,,,,0,0,0,,,,
2023-11-08 00:00,0,0,0,,,,,0,0,0,,,,
2023-11-08 00:15,0,0,0,,,,,0,0,0,,,,
2023-11-08 00:30,0,0,0,,,,,0,0,0,,,,
2023-11-08 00:45,0,0,0,,,,,0,0,0,,,,
2023-11-08 01:00,0,0,0,,,,,0,0,0,,,,
2023-11-08 01:15,0,0,0,,,,,0,0,0,,,,
2023-11-08 01:30,0,0,0,,,,,0,0,0,,,,
2023-11-08 01:45,0,0,0,,,,,0,0,0,,,,
2023-11-08 02:00,0,0,0,,,,,0,0,0,,,,
2023-11-08 02:15,0,0,0,,,,,0,0,0,,,,
2023-11-08 02:30,0,0,0,,,,,0,0,0,,,,
2023-11-08 02:45,0,0,0,,,,,0,0,0,,,,
2023-11-08 03:00,0,0,0,,,,,0,0,0,,,,
2023-11-08 03:15,0,0,0,,,,,0,0,0,,,,
2023-11-08 03:30,0,0,0,,,,,0,0,0,,,,
2023-11-08 03:45,0,0,0,,,,,0,0,0,,,,
2023-11-08 04:00,0,0,0,,,,,0,0,0,,,,
2023-11-08 04:15,0,0,0,,,,,0,0,0,,,,
2023-11-08 04:30,0,0,0,,,,,0,0,0,,,,
2023-11-08 04:45,0,0,0,,,,,0,0,0,,,,
2023-11-08 05:00,0,0,0,,,,,0,0,0,,,,
2023-11-08 05:15,0,0,0,,,,,0,0,0,,,,
2023-11-08 05:30,0,0,0,,,,,0,0,0,,,,
2023-11-08 05:45,0,0,0,,,,,0,0,0,,,,
2023-11-08 06:00,0,0,0,,,,,0,0,0,,,,
2023-11-08 06:15,0,0,0,,,,,0,0,0,,,,
2023-11-08 06:30,0,0,0,,,,,0,0,0,,,,
2023-11-08 06:45,0,0,0,,,,,0,0,0,,,,
2023-11-08 07:00,0,0,0,,,,,0,0,0,,,,
2023-11-08 07:15,0,0,0,,,,,0,0,0,,,,
2023-11-08 07:30,0,0,0,,,,,0,0,0,,,,
2023-11-08 07:45,0,0,0,,,,,0,0,0,,,,
2023-11-08 08:00,0,0,0,,,,,0,0,0,,,,
2023-11-08 08:15,0,0,0,,,,,0,0,0,,,,
2023-11-08 08:30,0,0,0,,,,,0,0,0,,,,
2023-11-08 08:45,0,0,0,,,,,0,0,0,,,,
2023-11-08 09:00,0,0,0,,,,,0,0,0,,,,
2023-11-08 09:15,0,0,0,,,,,0,0,0,,,,
2023-11-08 09:30,0,0,0,,,,,0,0,0,,,,
2023-11-08 09:45,0,0,0,,,,,0,0,0,,,,
2023-11-08 10:00,0,0,0,,,,,0,0,0,,,,
2023-11-08 10:15,0,0,0,,,,,0,0,0,,,,
2023-11-08 10:30,0,0,0,,,,,0,0,0,,,,
2023-11-08 10:45,0,0,0,,,,,0,0,0,,,,
2023-11-08 11:00,0,0,0,,,,,0,0,0,,,,
2023-11-08 11:15,0,0,0,,,,,0,0,0,,,,
2023-11-08 11:30,0,0,0,,,,,0,0,0,,,,
2023-11-08 11:45,0,0,0,,,,,0,0,0,,,,
2023-11-08 12:00,0,0,0,,,,,0,0,0,,,,
2023-11-08 12:15,0,0,0,,,,,0,0,0,,,,
2023-11-08 12:30,0,0,0,,,,,0,0,0,,,,
2023-11-08 12:45,0,0,0,,,,,0,0,0,,,,
2023-11-08 13:00,0,0,0,,,,,0,0,0,,,,
2023-11-08 13:15,0,0,0,,,,,0,0,0,,,,
2023-11-08 13:30,0,0,0,,,,,0,0,0,,,,
2023-11-08 13:45,0,0,0,,,,,0,0,0,,,,
2023-11-08 14:00,0,0,0,,,,,0,0,0,,,,
2023-11-08 14:15,0,0,0,,,,,0,0,0,,,,
2023-11-08 14:30,0,0,0,,,,,0,0,0,,,,
2023-11-08 14:45,0,0,0,,,,,0,0,0,,,,
