Datetime,300037920 (Lütkenbecker Str.),353413813 (Lütkenbecker Str. [Bike Stadteinwärts]),353413814 (Lütkenbecker Str. [Bike Stadtauswärts]),300037920-status,353413813-status,353413814-status
2025-03-01 00:00,6,1,5,0,0,0
2025-03-01 00:15,6,1,5,0,0,0
2025-03-01 00:30,2,1,1,0,0,0
2025-03-01 00:45,5,1,4,0,0,0
2025-03-01 01:00,4,0,4,0,0,0
2025-03-01 01:15,4,1,3,0,0,0
2025-03-01 01:30,5,2,3,0,0,0
2025-03-01 01:45,4,1,3,0,0,0
2025-03-01 02:00,0,0,0,0,0,0
2025-03-01 02:15,1,0,1,0,0,0
2025-03-01 02:30,3,2,1,0,0,0
2025-03-01 02:45,3,1,2,0,0,0
2025-03-01 03:00,3,1,2,0,0,0
2025-03-01 03:15,0,0,0,0,0,0
2025-03-01 03:30,2,0,2,0,0,0
2025-03-01 03:45,1,0,1,0,0,0
2025-03-01 04:00,2,0,2,0,0,0
2025-03-01 04:15,0,0,0,0,0,0
2025-03-01 04:30,0,0,0,0,0,0
2025-03-01 04:45,2,1,1,0,0,0
2025-03-01 05:00,4,0,4,0,0,0
2025-03-01 05:15,0,0,0,0,0,0
2025-03-01 05:30,2,1,1,0,0,0
2025-03-01 05:45,2,1,1,0,0,0
2025-03-01 06:00,3,1,2,0,0,0
2025-03-01 06:15,5,2,3,0,0,0
2025-03-01 06:30,8,4,4,0,0,0
2025-03-01 06:45,7,2,5,0,0,0
2025-03-01 07:00,5,3,2,0,0,0
2025-03-01 07:15,7,3,4,0,0,0
2025-03-01 07:30,9,8,1,0,0,0
2025-03-01 07:45,7,5,2,0,0,0
2025-03-01 08:00,15,7,8,0,0,0
2025-03-01 08:15,4,4,0,0,0,0
2025-03-01 08:30,17,14,3,0,0,0
2025-03-01 08:45,15,8,7,0,0,0
2025-03-01 09:00,14,10,4,0,0,0
2025-03-01 09:15,30,19,11,0,0,0
2025-03-01 09:30,29,22,7,0,0,0
2025-03-01 09:45,43,32,11,0,0,0
2025-03-01 10:00,51,37,14,0,0,0
2025-03-01 10:15,33,24,9,0,0,0
2025-03-01 10:30,33,21,12,0,0,0
2025-03-01 10:45,50,33,17,0,0,0
2025-03-01 11:00,24,14,10,0,0,0
2025-03-01 11:15,50,36,14,0,0,0
2025-03-01 11:30,40,26,14,0,0,0
2025-03-01 11:45,48,23,25,0,0,0
2025-03-01 12:00,38,22,16,0,0,0
2025-03-01 12:15,43,23,20,0,0,0
2025-03-01 12:30,35,17,18,0,0,0
2025-03-01 12:45,39,19,20,0,0,0
2025-03-01 13:00,55,19,36,0,0,0
2025-03-01 13:15,50,21,29,0,0,0
2025-03-01 13:30,41,16,25,0,0,0
2025-03-01 13:45,38,22,16,0,0,0
2025-03-01 14:00,27,7,20,0,0,0
2025-03-01 14:15,58,21,37,0,0,0
2025-03-01 14:30,47,20,27,0,0,0
